name_en,short_description_en,date_inscribed,region_en,continent,states_name_en,category,area_hectares,transboundary,danger,short_description_en_clean
Rideau Canal,"<p>The Rideau Canal, a monumental early 19th-century construction covering 202 km of the Rideau and Cataraqui rivers from Ottawa south to Kingston Harbour on Lake Ontario, was built primarily for strategic military purposes at a time when Great Britain and the United States vied for control of the region. The site, one of the first canals to be designed specifically for steam-powered vessels, also features an ensemble of fortifications. It is the best-preserved example of a slackwater canal in North America, demonstrating the use of this European technology on a large scale. It is the only canal dating from the great North American canal-building era of the early 19th century to remain operational along its original line with most of its structures intact.</p>",2007,North America,NA,Canada,Cultural,21454.81,0,0,rideau canal monumental early construction covering km rideau cataraqui river ottawa south kingston harbour lake ontario primarily strategic military purpose time britain united state vied control canal designed specifically steampowered vessel also ensemble fortification bestpreserved example slackwater canal north america demonstrating use european technology large scale canal dating north american canalbuilding era early operational along original line structure intactp
Kaiping Diaolou and Villages,"<p>Kaiping Diaolou and Villages feature the Diaolou, multi-storeyed defensive village houses in Kaiping, which display a complex and flamboyant fusion of Chinese and Western structural and decorative forms. They reflect the significant role of émigré Kaiping people in the development of several countries in South Asia, Australasia and North America, during the late 19th and early 20th centuries. There are four groups of Diaolou and twenty of the most symbolic ones are inscribed on the List. These buildings take three forms: communal towers built by several families and used as temporary refuge, residential towers built by individual rich families and used as fortified residences, and watch towers. Built of stone, <em>pise</em> , brick or concrete, these buildings represent a complex and confident fusion between Chinese and Western architectural styles. Retaining a harmonious relationship with the surrounding landscape, the Diaolou testify to the final flowering of local building traditions that started in the Ming period in response to local banditry.</p>",2007,Asia and the Pacific,AS,China,Cultural,371.948,0,0,pkaiping diaolou village diaolou multistoreyed defensive village house kaiping display flamboyant fusion chinese western structural decorative reflect significant role émigré kaiping people development several country south asia australasia north america late early four group diaolou twenty symbolic inscribed list take communal tower several family used temporary refuge residential tower individual rich family used fortified residence watch tower stone empiseem brick concrete represent confident fusion chinese western architectural style retaining harmonious relationship surrounding diaolou testify final flowering local tradition started ming response local banditryp
South China Karst,"<p>South China Karst is one of the world’s most spectacular examples of humid tropical to subtropical karst landscapes. It is a serial site spread over the provinces of Guizhou, Guangxi, Yunnan and Chongqing and covers 97,125 hectares. It contains the most significant types of karst landforms, including tower karst, pinnacle karst and cone karst formations, along with other spectacular characteristics such as natural bridges, gorges and large cave systems. The stone forests of Shilin are considered superlative natural phenomena and a world reference. The cone and tower karsts of Libo, also considered the world reference site for these types of karst, form a distinctive and beautiful landscape. Wulong Karst has been inscribed for its giant dolines (sinkholes), natural bridges and caves.</p>",2007,Asia and the Pacific,AS,China,Natural,97125.0,0,0,psouth china karst spectacular example humid tropical subtropical karst serial spread province guizhou guangxi yunnan chongqing cover hectare contains significant type karst landforms tower karst pinnacle karst cone karst formation along spectacular characteristic natural bridge gorge large cave stone forest shilin considered superlative natural phenomenon reference cone tower karsts libo also considered reference type karst distinctive beautiful wulong karst inscribed giant dolines sinkhole natural bridge cavesp
"Bordeaux, Port of the Moon","<p>The Port of the Moon, port city of Bordeaux in south-west France, is inscribed as an inhabited historic city, an outstanding urban and architectural ensemble, created in the age of the Enlightenment, whose values continued up to the first half of the 20th century, with more protected buildings than any other French city except Paris. It is also recognized for its historic role as a place of exchange of cultural values over more than 2,000 years, particularly since the 12th century due to commercial links with Britain and the Low Lands. Urban plans and architectural ensembles of the early 18th century onwards place the city as an outstanding example of innovative classical and neoclassical trends and give it an exceptional urban and architectural unity and coherence. Its urban form represents the success of philosophers who wanted to make towns into melting pots of humanism, universality and culture.</p>",2007,Europe,EU,France,Cultural,1731.0,0,0,port moon port bordeaux southwest france inscribed inhabited historic outstanding urban architectural ensemble created age enlightenment whose value continued half protected french except paris also recognized historic role place exchange cultural value year particularly since due commercial link britain low land urban plan architectural ensemble early onwards place outstanding example innovative classical neoclassical trend give exceptional urban architectural unity coherence urban represents success philosopher wanted make melting pot humanism universality culturep
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,"<p>The Ecosystem and Relict Cultural Landscape of Lopé-Okanda demonstrates an unusual interface between dense and well-conserved tropical rainforest and relict savannah environments with a great diversity of species, including endangered large mammals, and habitats. The site illustrates ecological and biological processes in terms of species and habitat adaptation to post-glacial climatic changes. It contains evidence of the successive passages of different peoples who have left extensive and comparatively well-preserved remains of habitation around hilltops, caves and shelters, evidence of iron-working and a remarkable collection of some 1,800 petroglyphs (rock carvings). The property’s collection of Neolithic and Iron Age sites, together with the rock art found there, reflects a major migration route of Bantu and other peoples from West Africa along the River Ogooué valley to the north of the dense evergreen Congo forests and to central east and southern Africa, that has shaped the development of the whole of sub-Saharan Africa.</p>",2007,Africa,AF,Gabon,Mixed,491291.0,0,0,ecosystem relict cultural lopéokanda demonstrates unusual interface dense wellconserved tropical rainforest relict savannah environment diversity specie endangered large mammal habitat illustrates ecological biological process term specie habitat adaptation postglacial climatic change contains evidence successive passage different people left extensive comparatively wellpreserved remains habitation around hilltop cave shelter evidence ironworking remarkable collection petroglyph rock carving property collection neolithic iron age together rock art found reflects major migration route bantu people west africa along river ogooué valley north dense evergreen congo forest central east southern africa shaped development whole subsaharan africap
Old Town of Corfu,"<p>The Old Town of Corfu, on the Island of Corfu off the western coasts of Albania and Greece, is located in a strategic position at the entrance of the Adriatic Sea, and has its roots in the 8th century BC. The three forts of the town, designed by renowned Venetian engineers, were used for four centuries to defend the maritime trading interests of the Republic of Venice against the Ottoman Empire. In the course of time, the forts were repaired and partly rebuilt several times, more recently under British rule in the 19th century. The mainly neoclassical housing stock of the Old Town is partly from the Venetian period, partly of later construction, notably the 19th century. As a fortified Mediterranean port, Corfu&rsquo;s urban and port ensemble is notable for its high level of integrity and authenticity.</p>",2007,Europe,EU,Greece,Cultural,70.0,0,0,old corfu island corfu western coast albania greece located strategic position entrance adriatic sea root bc fort designed renowned venetian engineer used four defend maritime trading interest republic venice ottoman empire course time fort repaired partly rebuilt several time recently british rule mainly neoclassical housing stock old partly venetian partly later construction notably fortified mediterranean port corfursquos urban port ensemble notable high level integrity authenticityp
Red Fort Complex,"<p>The Red Fort Complex was built as the palace fort of Shahjahanabad &ndash; the new capital of the fifth Mughal Emperor of India, Shah Jahan. Named for its massive enclosing walls of red sandstone, it is adjacent to an older fort, the Salimgarh, built by Islam Shah Suri in 1546, with which it forms the Red Fort Complex. The private apartments consist of a row of pavilions connected by a continuous water channel, known as the Nahr-i-Behisht (Stream of Paradise). The Red Fort is considered to represent the zenith of Mughal creativity which, under the Shah Jahan, was brought to a new level of refinement. The planning of the palace is based on Islamic prototypes, but each pavilion reveals architectural elements typical of Mughal building, reflecting a fusion of Persian, Timurid and Hindu traditions The Red Fort&rsquo;s innovative planning and architectural style, including the garden design, strongly influenced later buildings and gardens in Rajasthan, Delhi, Agra and further afield.</p>",2007,Asia and the Pacific,AS,India,Cultural,49.1815,0,0,red fort palace fort shahjahanabad ndash new capital fifth mughal emperor india shah jahan named massive enclosing wall red sandstone adjacent older fort salimgarh islam shah suri red fort private apartment consist row pavilion connected continuous water channel known nahribehisht stream paradise red fort considered represent zenith mughal creativity shah jahan brought new level refinement planning palace based islamic prototype pavilion reveals architectural element typical mughal reflecting fusion persian timurid hindu tradition red fortrsquos innovative planning architectural style garden design strongly influenced later garden rajasthan delhi agra afieldp
Samarra Archaeological City,"<p>Samarra Archaeological City is the site of a powerful Islamic capital city that ruled over the provinces of the Abbasid Empire extending from Tunisia to Central Asia for a century. Located on both sides of the River Tigris 130 km north of Baghdad, the length of the site from north to south is 41.5 km; its width varying from 8 km to 4 km. It testifies to the architectural and artistic innovations that developed there and spread to the other regions of the Islamic world and beyond. The 9th-century Great Mosque and its spiral minaret are among the numerous remarkable architectural monuments of the site, 80% of which remain to be excavated.</p>",2007,Middle East,AS,Iraq,Cultural,15058.0,0,1,psamarra archaeological powerful islamic capital ruled province abbasid empire extending tunisia central asia located side river tigris km north baghdad length north south km width varying km km testifies architectural artistic innovation developed spread islamic beyond mosque spiral minaret among numerous remarkable architectural monument excavatedp
Iwami Ginzan Silver Mine and its Cultural Landscape,"<p>The Iwami Ginzan Silver Mine in the south-west of Honshu Island is a cluster of mountains, rising to 600 m and interspersed by deep river valleys featuring the archaeological remains of large-scale mines, smelting and refining sites and mining settlements worked between the 16th and 20th centuries. The site also features routes used to transport silver ore to the coast, and port towns from where it was shipped to Korea and China. The mines contributed substantially to the overall economic development of Japan and south-east Asia in the 16th and 17th centuries, prompting the mass production of silver and gold in Japan. The mining area is now heavily wooded. Included in the site are fortresses, shrines, parts of Kaidô transport routes to the coast, and three port towns, Tomogaura, Okidomari and Yunotsu, from where the ore was shipped.</p>",2007,Asia and the Pacific,AS,Japan,Cultural,529.17,0,0,iwami ginzan silver mine southwest honshu island cluster mountain rising interspersed deep river valley featuring archaeological remains largescale mine smelting refining mining settlement worked also route used transport silver ore coast port shipped korea china mine contributed substantially overall economic development japan southeast asia prompting mass production silver gold japan mining heavily wooded included fortress shrine kaidô transport route coast port tomogaura okidomari yunotsu ore shippedp
Rainforests of the Atsinanana,"<p>The Rainforests of the Atsinanana comprise six national parks distributed along the eastern part of the island. These relict forests are critically important for maintaining ongoing ecological processes necessary for the survival of Madagascar’s unique biodiversity, which reflects the island’s geological history. Having completed its separation from all other land masses more than 60 million years ago, Madagascar’s plant and animal life evolved in isolation. The rainforests are inscribed for their importance to both ecological and biological processes as well as their biodiversity and the threatened species they support. Many species are rare and threatened especially primates and lemurs.</p>",2007,Africa,AF,Madagascar,Natural,479660.7,0,1,rainforest atsinanana comprise six national park distributed along eastern island relict forest critically maintaining ongoing ecological process necessary survival madagascar unique biodiversity reflects island geological history completed separation land mass million year ago madagascar plant animal life evolved isolation rainforest inscribed importance ecological biological process biodiversity threatened specie support specie rare threatened especially primate lemursp
Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),"<p>The ensemble of buildings, sports facilities and open spaces of the Central University City Campus of the Universidad Nacional Autónoma de México (UNAM), was built from 1949 to 1952 by more than 60 architects, engineers and artists who were involved in the project. As a result, the campus constitutes a unique example of 20th-century modernism integrating urbanism, architecture, engineering, landscape design and fine arts with references to local traditions, especially to Mexico’s pre-Hispanic past. The ensemble embodies social and cultural values of universal significance and is one of the most significant icons of modernity in Latin America.</p>",2007,Latin America and the Caribbean,NA,Mexico,Cultural,176.5,0,0,ensemble sport facility open space central university campus universidad nacional autónoma de méxico unam architect engineer artist involved project result campus constitutes unique example modernism integrating urbanism architecture engineering design fine art reference local tradition especially mexico prehispanic past ensemble embodies social cultural value universal significance significant icon modernity latin americap
Twyfelfontein or /Ui-//aes,"<p>Twyfelfontein or /Ui-//aes has one of the largest concentrations of [...] petroglyphs, i.e. rock engravings in Africa. Most of these well-preserved engravings represent rhinoceros, . The site also includes six painteelephant, ostrich and giraffe, as well as drawings of human and animal footprintsd rock shelters with motifs of human figures in red ochre. The objects excavated from two sections, date from the Late Stone Age. The site forms a coherent, extensive and high-quality record of ritual practices relating to hunter-gatherer communities in this part of southern Africa over at least 2,000 years, and eloquently illustrates the links between the ritual and economic practices of hunter-gatherers.</p>",2007,Africa,AF,Namibia,Cultural,57.4269,0,0,ptwyfelfontein uiaes largest concentration petroglyph ie rock engraving africa wellpreserved engraving represent rhinoceros also includes six painteelephant ostrich giraffe drawing human animal footprintsd rock shelter motif human figure red ochre object excavated section date late stone age coherent extensive highquality record ritual practice relating huntergatherer community southern africa least year eloquently illustrates link ritual economic practice huntergatherersp
Jeju Volcanic Island and Lava Tubes,"<p>Jeju Volcanic Island and Lava Tubes together comprise three sites that make up 18,846 ha. It includes Geomunoreum, regarded as the finest lava tube system of caves anywhere, with its multicoloured carbonate roofs and floors, and dark-coloured lava walls; the fortress-like Seongsan Ilchulbong tuff cone, rising out of the ocean, a dramatic landscape; and Mount Halla, the highest in Korea, with its waterfalls, multi-shaped rock formations, and lake-filled crater. The site, of outstanding aesthetic beauty, also bears testimony to the history of the planet, its features and processes.</p>",2007,Asia and the Pacific,AS,Republic of Korea,Natural,9521.8,0,0,pjeju volcanic island lava tube together comprise make ha includes geomunoreum regarded finest lava tube cave anywhere multicoloured carbonate roof floor darkcoloured lava wall fortresslike seongsan ilchulbong tuff cone rising ocean dramatic mount halla highest korea waterfall multishaped rock formation lakefilled crater outstanding aesthetic beauty also bear testimony history planet processesp
"Gamzigrad-Romuliana, Palace of Galerius","<p>The Late Roman fortified palace compound and memorial complex of Gamzigrad-Romuliana, Palace of Galerius, in the east of Serbia, was commissioned by Emperor Caius Valerius Galerius Maximianus, in the late 3rd and early 4th centuries. It was known as Felix Romuliana, named after the emperor&rsquo;s mother. The site consists of fortifications, the palace in the north-western part of the complex, basilicas, temples, hot baths, memorial complex, and a tetrapylon. The group of buildings is also unique in its intertwining of ceremonial and memorial functions.</p>",2007,Europe,EU,Serbia,Cultural,179.217,0,0,late roman fortified palace compound memorial gamzigradromuliana palace galerius east serbia commissioned emperor caius valerius galerius maximianus late early known felix romuliana named emperorrsquos mother consists fortification palace northwestern basilica temple hot bath memorial tetrapylon group also unique intertwining ceremonial memorial functionsp
Richtersveld Cultural and Botanical Landscape,"<p>The 160,000 ha Richtersveld Cultural and Botanical Landscape of dramatic mountainous desert in north-western South Africa constitutes a cultural landscape communally owned and managed. This site sustains the semi-nomadic pastoral livelihood of the Nama people, reflecting seasonal patterns that may have persisted for as much as two millennia in southern Africa. It is the only area where the Nama still construct portable rush-mat houses (<em>haru om</em> ) and includes seasonal migrations and grazing grounds, together with stock posts. The pastoralists collect medicinal and other plants and have a strong oral tradition associated with different places and attributes of the landscape.</p>",2007,Africa,AF,South Africa,Cultural,160000.0,0,0,ha richtersveld cultural botanical dramatic mountainous desert northwestern south africa constitutes cultural communally owned managed sustains seminomadic pastoral livelihood nama people reflecting seasonal pattern may persisted much millennium southern africa nama still construct portable rushmat house emharu omem includes seasonal migration grazing ground together stock post pastoralists collect medicinal plant strong oral tradition associated different place attribute landscapep
Teide National Park,"<p>Situated on the island of Tenerife, Teide National Park features the Teide-Pico Viejo stratovolcano that, at 3,718 m, is the highest peak on Spanish soil. Rising 7,500 m above the ocean floor, it is regarded as the world’s third-tallest volcanic structure and stands in a spectacular environment. The visual impact of the site is all the greater due to atmospheric conditions that create constantly changing textures and tones in the landscape and a ‘sea of clouds’ that forms a visually impressive backdrop to the mountain. Teide is of global importance in providing evidence of the geological processes that underpin the evolution of oceanic islands.</p>",2007,Europe,EU,Spain,Natural,18990.0,0,0,psituated island tenerife teide national park teidepico viejo stratovolcano highest peak spanish soil rising ocean floor regarded thirdtallest volcanic structure stand spectacular environment visual impact greater due atmospheric condition create constantly changing texture tone sea cloud visually impressive backdrop mountain teide global importance providing evidence geological process underpin evolution oceanic islandsp
"Lavaux, Vineyard Terraces","<p>The Lavaux Vineyard Terraces, stretching for about 30 km along the south-facing northern shores of Lake Geneva from the Chateau de Chillon to the eastern outskirts of Lausanne in the Vaud region, cover the lower slopes of the mountainside between the villages and the lake. Although there is some evidence that vines were grown in the area in Roman times, the present vine terraces can be traced back to the 11th century, when Benedictine and Cistercian monasteries controlled the area. It is an outstanding example of a centuries-long interaction between people and their environment, developed to optimize local resources so as to produce a highly valued wine that has always been important to the economy.</p>",2007,Europe,EU,Switzerland,Cultural,898.0,0,0,lavaux vineyard terrace stretching km along southfacing northern shore lake geneva chateau de chillon eastern outskirt lausanne vaud cover lower slope mountainside village lake although evidence vine grown roman time present vine terrace traced back benedictine cistercian monastery controlled outstanding example centurieslong interaction people environment developed optimize local resource produce highly valued wine always economyp
Parthian Fortresses of Nisa,"<p>The Parthian Fortresses of Nisa consist of two tells of Old and New Nisa, indicating the site of one of the earliest and most important cities of the Parthian Empire, a major power from the mid 3rd century BC to the 3rd century AD. They conserve the unexcavated remains of an ancient civilization which skilfully combined its own traditional cultural elements with those of the Hellenistic and Roman west. Archaeological excavations in two parts of the site have revealed richly decorated architecture, illustrative of domestic, state and religious functions. Situated at the crossroads of important commercial and strategic axes, this powerful empire formed a barrier to Roman expansion while serving as an important communication and trading centre between east and west, north and south.</p>",2007,Asia and the Pacific,AS,Turkmenistan,Cultural,77.905,0,0,parthian fortress nisa consist tell old new nisa indicating earliest parthian empire major power mid bc ad conserve unexcavated remains ancient civilization skilfully combined traditional cultural element hellenistic roman west archaeological excavation revealed richly decorated architecture illustrative domestic state religious function situated crossroad commercial strategic ax powerful empire formed barrier roman expansion serving communication trading centre east west north southp
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,"<p>The extension of the transnational World Heritage serial site of Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe by ten European countries adds to the outstanding universal value and integrity of the property, which now comprises 94 component parts across 18 countries. The extended property represents an outstanding example of relatively undisturbed, complex temperate forests and exhibit a wide spectrum of comprehensive ecological patterns and processes of pure and mixed stands of European beech across a variety of environmental conditions.</p>",2007,Europe,EU,"Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine",Natural,98124.96,1,0,extension transnational heritage serial ancient primeval beech forest carpathians europe ten european country add outstanding universal value integrity property comprises component across country extended property represents outstanding example relatively undisturbed temperate forest exhibit wide spectrum comprehensive ecological pattern process pure mixed stand european beech across variety environmental conditionsp
Sewell Mining Town,"<p>Situated at 2,000 m in the Andes, 60 km to the east of Rancagua, in an environment marked by extremes of climate, Sewell Mining Town was built by the Braden Copper company in 1905 to house workers at what was to become the world&rsquo;s largest underground copper mine, El Teniente. It is an outstanding example of the company towns that were born in many remote parts of the world from the fusion of local labour and resources from an industrialized nation, to mine and process high-value natural resources. The town was built on a terrain too steep for wheeled vehicles around a large central staircase rising from the railway station. Along its route formal squares of irregular shape with ornamental trees and plants constituted the main public spaces or squares of the town. The buildings lining the streets are timber, often painted in vivid green, yellow, red and blue. At its peak Sewell numbered 15,000 inhabitants, but was largely abandoned in the 1970s.</p>",2006,Latin America and the Caribbean,SA,Chile,Cultural,17.2,0,0,psituated andes km east rancagua environment marked extreme climate sewell mining braden copper company house worker become worldrsquos largest underground copper mine el teniente outstanding example company born remote fusion local labour resource industrialized nation mine process highvalue natural resource terrain steep wheeled vehicle around large central staircase rising railway station along route formal square irregular shape ornamental tree plant constituted main public space square lining street timber often painted vivid green yellow red blue peak sewell numbered inhabitant largely abandoned
Yin Xu,"<p>The archaeological site of Yin Xu, close to Anyang City, some 500 km south of Beijing, is an ancient capital city of the late Shang Dynasty (1300 - 1046 BC). It testifies to the golden age of early Chinese culture, crafts and sciences, a time of great prosperity of the Chinese Bronze Age. A number of royal tombs and palaces, prototypes of later Chinese architecture, have been unearthed on the site, including the Palace and Royal Ancestral Shrines Area, with more than 80 house foundations, and the only tomb of a member of the royal family of the Shang Dynasty to have remained intact, the Tomb of Fu Hao. The large number and superb craftsmanship of the burial accessories found there bear testimony to the advanced level of Shang crafts industry. Inscriptions on oracle bones found in Yin Xu bear invaluable testimony to the development of one of the world’s oldest writing systems, ancient beliefs and social systems.</p>",2006,Asia and the Pacific,AS,China,Cultural,414.0,0,0,archaeological yin xu close anyang km south beijing ancient capital late shang dynasty bc testifies golden age early chinese culture craft science time prosperity chinese bronze age number royal tomb palace prototype later chinese architecture unearthed palace royal ancestral shrine house foundation tomb member royal family shang dynasty remained intact tomb fu hao large number superb craftsmanship burial accessory found bear testimony advanced level shang craft industry inscription oracle bone found yin xu bear invaluable testimony development oldest writing ancient belief social systemsp
"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains ","<p>Sichuan Giant Panda Sanctuaries, home to more than 30% of the world's pandas which are classed as highly endangered, covers 924,500 ha with seven nature reserves and nine scenic parks in the Qionglai and Jiajin Mountains. The sanctuaries constitute the largest remaining contiguous habitat of the giant panda, a relict from the paleo-tropic forests of the Tertiary Era. It is also the species' most important site for captive breeding. The sanctuaries are home to other globally endangered animals such as the red panda, the snow leopard and clouded leopard. They are among the botanically richest sites of any region in the world outside the tropical rainforests, with between 5,000 and 6,000 species of flora in over 1,000 genera.</p>",2006,Asia and the Pacific,AS,China,Natural,924500.0,0,0,psichuan giant panda sanctuary home panda classed highly endangered cover ha seven nature reserve nine scenic park qionglai jiajin mountain sanctuary constitute largest remaining contiguous habitat giant panda relict paleotropic forest tertiary era also specie captive breeding sanctuary home globally endangered animal red panda snow leopard clouded leopard among botanically richest outside tropical rainforest specie flora generap
Malpelo Fauna and Flora Sanctuary,"<p>Located some 506 km off the coast of Colombia, the site includes Malpelo island (350 ha) and the surrounding marine environment (857,150 ha). This vast marine park, the largest no-fishing zone in the Eastern Tropical Pacific, provides a critical habitat for internationally threatened marine species, and is a major source of nutrients resulting in large aggregations of marine biodiversity. It is in particular a ‘reservoir' for sharks, giant grouper and billfish and is one of the few places in the world where sightings of the short-nosed ragged-toothed shark, a deepwater shark, have been confirmed. Widely recognized as one of the top diving sites in the world, due to the presence of steep walls and caves of outstanding natural beauty, these deep waters support important populations of large predators and pelagic species (e.g. aggregations of over 200 hammerhead sharks and over 1,000 silky sharks, whale sharks and tuna have been recorded) in an undisturbed environment where they maintain natural behavioural patterns.</p>",2006,Latin America and the Caribbean,SA,Colombia,Natural,857500.0,0,0,plocated km coast colombia includes malpelo island ha surrounding marine environment ha vast marine park largest nofishing zone eastern tropical pacific provides critical habitat internationally threatened marine specie major source nutrient resulting large aggregation marine biodiversity particular reservoir shark giant grouper billfish place sighting shortnosed raggedtoothed shark deepwater shark confirmed widely recognized top diving due presence steep wall cave outstanding natural beauty deep water support population large predator pelagic specie eg aggregation hammerhead shark silky shark whale shark tuna recorded undisturbed environment maintain natural behavioural patternsp
"Harar Jugol, the Fortified Historic Town","<p>The fortified historic town of Harar is located in the eastern part of the country on a plateau with deep gorges surrounded by deserts and savannah. The walls surrounding this sacred Muslim city were built between the 13th and 16th centuries. Harar Jugol, said to be the fourth holiest city of Islam, numbers 82 mosques, three of which date from the 10th century, and 102 shrines, but the townhouses with their exceptional interior design constitute the most spectacular part of Harar's cultural heritage. The impact of African and Islamic traditions on the development of the town's building types and urban layout make for its particular character and uniqueness.</p>",2006,Africa,AF,Ethiopia,Cultural,48.0,0,0,fortified historic harar located eastern country plateau deep gorge surrounded desert savannah wall surrounding sacred muslim harar jugol said fourth holiest islam number mosque date shrine townhouses exceptional interior design constitute spectacular harars cultural heritage impact african islamic tradition development type urban layout make particular character uniquenessp
Old town of Regensburg with Stadtamhof,"<p>Located on the Danube River in Bavaria, this medieval town contains many buildings of exceptional quality that testify to its history as a trading centre and to its influence on the region from the 9th century. A notable number of historic structures span some two millennia and include ancient Roman, Romanesque and Gothic buildings. Regensburg&rsquo;s 11th- to 13th-century architecture &ndash; including the market, city hall and cathedral &ndash; still defines the character of the town marked by tall buildings, dark and narrow lanes, and strong fortifications. The buildings include medieval patrician houses and towers, a large number of churches and monastic ensembles as well as the 12th-century Old Bridge. The town is also remarkable for the vestiges testifing to its rich history as one of the centres of the Holy Roman Empire that turned to Protestantism.</p>",2006,Europe,EU,Germany,Cultural,182.8,0,0,plocated danube river bavaria medieval contains exceptional quality testify history trading centre influence notable number historic structure span millennium include ancient roman romanesque gothic regensburgrsquos architecture ndash market hall cathedral ndash still defines character marked tall dark narrow lane strong fortification include medieval patrician house tower large number church monastic ensemble old bridge also remarkable vestige testifing rich history centre holy roman empire turned protestantismp
Bisotun,"<p>Bisotun is located along the ancient trade route linking the Iranian high plateau with Mesopotamia and features remains from the prehistoric times to the Median, Achaemenid, Sassanian, and Ilkhanid periods. The principal monument of this archaeological site is the bas-relief and cuneiform inscription ordered by Darius I, The Great, when he rose to the throne of the Persian Empire, 521 BC. The bas-relief portrays Darius holding a bow, as a sign of sovereignty, and treading on the chest of a figure who lies on his back before him. According to legend, the figure represents Gaumata, the Median Magus and pretender to the throne whose assassination led to Darius’s rise to power. Below and around the bas-reliefs, there are ca. 1,200 lines of inscriptions telling the story of the battles Darius waged in 521-520 BC against the governors who attempted to take apart the Empire founded by Cyrus. The inscription is written in three languages. The oldest is an Elamite text referring to legends describing the king and the rebellions. This is followed by a Babylonian version of similar legends. The last phase of the inscription is particularly important, as it is here that Darius introduced for the first time the Old Persian version of his res gestae (things done). This is the only known monumental text of the Achaemenids to document the re-establishment of the Empire by Darius I. It also bears witness to the interchange of influences in the development of monumental art and writing in the region of the Persian Empire. There are also remains from the Median period (8th to 7th centuries B.C.) as well as from the Achaemenid (6th to 4th centuries B.C.) and post-Achaemenid periods.</p>",2006,Middle East,AS,Iran (Islamic Republic of),Cultural,187.0,0,0,pbisotun located along ancient trade route linking iranian high plateau mesopotamia remains prehistoric time median achaemenid sassanian ilkhanid principal monument archaeological basrelief cuneiform inscription ordered darius rose throne persian empire bc basrelief portrays darius holding bow sign sovereignty treading chest figure lie back according legend figure represents gaumata median magus pretender throne whose assassination led darius rise power around basreliefs ca line inscription telling story battle darius waged bc governor attempted take apart empire founded cyrus inscription written language oldest elamite text referring legend describing king rebellion followed babylonian version similar legend last phase inscription particularly darius introduced time old persian version gestae thing done known monumental text achaemenids document reestablishment empire darius also bear witness interchange influence development monumental art writing persian empire also remains median bc achaemenid bc postachaemenid periodsp
Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,"<p>The Strade Nuove and the system of the Palazzi dei Rolli in Genoa&rsquo;s historic centre date from the late 16th and early 17th centuries when the Republic of Genoa was at the height of its financial and seafaring power. The site represents the first example in Europe of an urban development project parcelled out by a public authority within a unitary framework and associated to a particular system of &lsquo;public lodging&rsquo; in private residences, as decreed by the Senate in 1576. The site includes an ensemble of Renaissance and Baroque palaces along the so-called &lsquo;new streets&rsquo; (Strade Nuove). The Palazzi dei Rolli offer an extraordinary variety of different solutions, achieving universal value in adapting to the particular characteristics of the site and to the requirements of a specific social and economic organization. They also offer an original example of a public network of private residences designated to host state visits.</p>",2006,Europe,EU,Italy,Cultural,15.777,0,0,strade nuove palazzi dei rolli genoarsquos historic centre date late early republic genoa height financial seafaring power represents example europe urban development project parcelled public authority within unitary framework associated particular lsquopublic lodgingrsquo private residence decreed senate includes ensemble renaissance baroque palace along socalled lsquonew streetsrsquo strade nuove palazzi dei rolli offer extraordinary variety different solution achieving universal value adapting particular characteristic requirement specific social economic organization also offer original example public network private residence designated host state visitsp
Chongoni Rock-Art Area,"<p>Situated within a cluster of forested granite hills and covering an area of 126.4 km2, high up the plateau of central Malawi, the 127 sites of this area feature the richest concentration of rock art in Central Africa. They reflect the comparatively scarce tradition of farmer rock art, as well as paintings by BaTwa hunter-gatherers who inhabited the area from the late Stone Age. The Chewa agriculturalists, whose ancestors lived there from the late Iron Age, practised rock painting until well into the 20th century. The symbols in the rock art, which are strongly associated with women, still have cultural relevance amongst the Chewa, and the sites are actively associated with ceremonies and rituals.</p>",2006,Africa,AF,Malawi,Cultural,12640.0,0,0,psituated within cluster forested granite hill covering high plateau central malawi richest concentration rock art central africa reflect comparatively scarce tradition farmer rock art painting batwa huntergatherers inhabited late stone age chewa agriculturalist whose ancestor lived late iron age practised rock painting symbol rock art strongly associated woman still cultural relevance amongst chewa actively associated ceremony ritualsp
